order_id,customer_id,order_date,status,payment_method,total_amount
16393,9262,2025-11-16,Shipped,UPI,128628.44
16394,1254,2025-06-13,Shipped,Net Banking,25720.86
16395,1166,2023-07-31,Cancelled,UPI,140743.96
16396,5356,2024-03-01,Shipped,Credit Card,130356.47
16397,6992,2026-04-19,Shipped,UPI,100413.13
16398,9505,2024-10-20,Shipped,UPI,4931.75
16399,3208,2023-09-19,Delivered,Debit Card,131352.92
16400,975,2026-04-21,Cancelled,UPI,19529.58
16401,8466,2025-02-07,Shipped,Debit Card,154177.27
16402,3318,2024-11-17,Cancelled,UPI,142599.92
16403,4400,2026-04-19,Pending,Debit Card,146566.32
16404,5877,2023-05-31,Pending,Net Banking,141275.96
16405,6582,2025-04-11,Cancelled,Debit Card,137681.32
16406,4488,2025-04-07,Pending,Net Banking,100111.94
16407,4685,2026-04-20,Delivered,Debit Card,67741.2
16408,2978,2025-01-18,Cancelled,COD,25257.66
16409,2996,2024-04-15,Shipped,Credit Card,115337.84
16410,5412,2024-11-22,Delivered,Debit Card,43343.63
16411,931,2024-02-02,Pending,Debit Card,185041.52
16412,527,2025-06-21,Cancelled,COD,26849.48
16413,4725,2025-06-11,Shipped,COD,18459.57
16414,4353,2025-05-07,Cancelled,COD,8653.97
16415,3683,2025-08-06,Pending,Debit Card,164841.96
16416,7908,2024-07-22,Pending,UPI,137535.31
16417,4090,2024-09-24,Pending,Net Banking,21538.08
16418,8015,2025-04-06,Shipped,Net Banking,32199.91
16419,9852,2024-03-01,Cancelled,Credit Card,167824.58
16420,740,2023-08-22,Pending,Credit Card,56469.66
16421,8590,2024-08-24,Shipped,Net Banking,19138.65
16422,5011,2023-11-05,Pending,Credit Card,50941.02
16423,5918,2025-08-16,Cancelled,Net Banking,129771.04
16424,553,2024-06-14,Shipped,UPI,69739.41
16425,1306,2025-02-05,Delivered,Net Banking,186403.3
16426,4525,2024-11-04,Pending,UPI,5268.98
16427,5021,2025-07-12,Shipped,COD,47870.81
16428,9782,2026-03-27,Pending,Debit Card,82704.34
16429,8949,2026-01-25,Shipped,Debit Card,7430.55
16430,4041,2023-06-03,Shipped,Net Banking,3917.71
16431,7540,2024-04-04,Delivered,Credit Card,102980.74
16432,7980,2025-01-22,Shipped,UPI,153395.72
16433,1456,2026-04-27,Pending,UPI,147612.33
16434,4498,2024-02-24,Shipped,UPI,119087.02
16435,3829,2023-06-10,Delivered,UPI,125552.98
16436,390,2024-08-10,Cancelled,Debit Card,57055.97
16437,8301,2024-10-29,Pending,COD,133932.01
16438,3703,2023-07-23,Cancelled,UPI,116770.0
16439,9067,2024-01-14,Cancelled,Credit Card,140878.42
16440,5063,2025-08-15,Cancelled,Credit Card,118479.64
16441,9191,2023-10-31,Cancelled,Credit Card,163829.15
16442,4655,2024-08-31,Pending,Credit Card,42226.09
16443,695,2024-10-13,Cancelled,COD,169260.32
16444,3188,2024-03-22,Delivered,Debit Card,65505.85
16445,3093,2024-09-14,Shipped,Net Banking,141844.41
16446,2792,2025-03-26,Pending,Credit Card,198277.38
16447,4991,2024-03-08,Cancelled,Net Banking,10126.03
16448,9321,2023-09-03,Delivered,COD,52410.61
16449,8853,2024-05-11,Shipped,COD,53340.14
16450,9870,2023-08-05,Pending,UPI,115958.59
16451,9293,2024-01-07,Shipped,Debit Card,133449.74
16452,8192,2024-06-27,Cancelled,Credit Card,183926.92
16453,8104,2023-06-02,Pending,Debit Card,67061.51
16454,5926,2026-01-16,Cancelled,Credit Card,191400.92
16455,7058,2023-08-07,Shipped,Net Banking,22665.2
16456,5427,2024-01-06,Pending,Credit Card,83357.27
16457,9197,2023-10-29,Delivered,COD,159130.0
16458,9983,2024-02-15,Delivered,COD,94714.38
16459,5002,2024-02-04,Pending,UPI,158563.05
16460,1068,2026-02-01,Shipped,Net Banking,152293.29
16461,4761,2024-10-21,Shipped,Debit Card,120222.37
16462,4608,2025-09-12,Shipped,Debit Card,142329.19
16463,6266,2024-09-05,Pending,COD,163213.83
16464,4721,2024-09-05,Shipped,Debit Card,86812.9
16465,7239,2025-09-19,Cancelled,UPI,148371.71
16466,8317,2024-06-18,Cancelled,Credit Card,101685.96
16467,4856,2025-01-21,Shipped,Debit Card,170434.13
16468,9780,2025-10-15,Pending,Net Banking,16502.42
16469,4597,2025-04-17,Delivered,UPI,176174.64
16470,6218,2025-09-02,Shipped,Debit Card,127115.09
16471,8008,2025-03-06,Pending,Debit Card,19008.31
16472,7116,2025-01-01,Delivered,Debit Card,157002.64
16473,7766,2024-08-04,Shipped,Credit Card,159340.55
16474,7409,2025-12-13,Cancelled,COD,73630.1
16475,8584,2025-11-06,Pending,Debit Card,156497.62
16476,2488,2025-04-25,Cancelled,Debit Card,96592.85
16477,1980,2024-02-24,Cancelled,UPI,84163.46
16478,6951,2026-05-17,Cancelled,UPI,52972.13
16479,7538,2024-04-13,Shipped,Debit Card,119255.41
16480,4185,2024-04-16,Cancelled,Net Banking,152937.46
16481,7482,2023-06-13,Pending,Debit Card,3411.91
16482,1653,2024-01-13,Cancelled,Net Banking,35211.34
16483,6730,2023-10-06,Shipped,Debit Card,113760.18
16484,4341,2026-05-13,Shipped,Net Banking,92168.39
16485,6076,2024-07-09,Shipped,COD,63678.34
16486,7504,2025-01-05,Shipped,Credit Card,130798.3
16487,6229,2023-07-15,Cancelled,Debit Card,141098.0
16488,9065,2025-05-24,Cancelled,Net Banking,85376.97
16489,3969,2026-05-04,Delivered,Credit Card,189614.89
16490,5208,2024-12-26,Shipped,UPI,194551.72
16491,1173,2025-03-15,Cancelled,Net Banking,121053.13
16492,6809,2023-10-21,Cancelled,UPI,34773.47
16493,3758,2025-04-30,Pending,Credit Card,115729.62
16494,8939,2024-10-01,Shipped,Credit Card,169664.58
16495,4925,2024-08-28,Shipped,COD,84286.38
16496,3108,2025-07-06,Cancelled,Debit Card,4452.55
16497,1217,2024-11-24,Shipped,UPI,125995.38
16498,9809,2024-10-04,Delivered,UPI,6277.77
16499,9360,2024-06-13,Pending,UPI,42950.65
16500,7676,2024-06-16,Shipped,Net Banking,29279.31
16501,7091,2025-08-18,Shipped,Net Banking,186501.51
16502,4122,2024-07-04,Cancelled,Credit Card,183214.25
16503,1227,2023-05-22,Pending,Debit Card,90020.01
16504,861,2024-07-04,Shipped,Net Banking,148637.33
16505,6231,2025-10-30,Pending,Net Banking,171469.88
16506,3473,2024-03-14,Delivered,Debit Card,117727.51
16507,3046,2023-11-04,Delivered,COD,116870.8
16508,9759,2025-01-28,Cancelled,Net Banking,66413.86
16509,3545,2026-05-03,Shipped,UPI,124226.03
16510,5069,2025-05-24,Shipped,Credit Card,188020.59
16511,4652,2025-02-27,Pending,Debit Card,67233.36
16512,5894,2025-11-26,Delivered,Credit Card,24639.55
16513,5744,2026-03-15,Pending,Credit Card,76895.97
16514,4947,2024-09-09,Cancelled,Credit Card,131160.81
16515,5736,2025-09-19,Shipped,UPI,72539.08
16516,5848,2023-12-23,Shipped,COD,15257.23
16517,2229,2025-02-04,Delivered,Credit Card,147435.42
16518,4590,2024-01-31,Shipped,UPI,193342.88
16519,5001,2025-07-24,Pending,UPI,112390.49
16520,9757,2023-10-31,Pending,Net Banking,69616.81
16521,7138,2024-05-28,Shipped,COD,164336.95
16522,1556,2024-09-03,Shipped,COD,40674.33
16523,2902,2024-06-11,Delivered,UPI,31948.44
16524,1322,2023-05-23,Pending,Credit Card,63027.29
16525,5403,2024-02-01,Delivered,UPI,162416.51
16526,5101,2023-08-26,Shipped,Credit Card,192791.14
16527,6458,2024-06-28,Shipped,Debit Card,88409.28
16528,2195,2023-07-02,Shipped,Debit Card,14108.84
16529,2233,2024-07-01,Cancelled,UPI,171571.9
16530,5062,2025-05-23,Pending,Debit Card,139296.9
16531,8809,2023-07-26,Pending,Debit Card,102565.93
16532,2518,2023-08-25,Shipped,Net Banking,75163.56
16533,4726,2023-11-07,Pending,Net Banking,66166.27
16534,8054,2023-09-26,Pending,COD,169764.61
16535,4793,2025-11-13,Cancelled,UPI,107195.66
16536,6072,2023-09-26,Delivered,Net Banking,115832.21
16537,7337,2025-11-07,Pending,Net Banking,10483.42
16538,263,2024-03-26,Shipped,UPI,70796.0
16539,3325,2024-11-26,Shipped,Debit Card,95254.69
16540,6773,2025-04-22,Shipped,Net Banking,93759.37
16541,6398,2024-08-07,Cancelled,COD,61159.41
16542,3746,2025-09-11,Pending,Net Banking,113824.59
16543,384,2025-04-29,Pending,Debit Card,111154.31
16544,3034,2024-07-04,Pending,Credit Card,57067.52
16545,1047,2024-12-02,Cancelled,Credit Card,185049.8
16546,7689,2024-01-27,Pending,Net Banking,172799.0
16547,4055,2024-02-12,Shipped,Debit Card,159021.89
16548,5345,2023-12-19,Shipped,Credit Card,151180.93
16549,8424,2024-07-16,Pending,Debit Card,107594.22
16550,6867,2025-11-11,Cancelled,COD,41237.05
16551,223,2023-08-03,Delivered,COD,140271.74
16552,256,2024-06-27,Delivered,Debit Card,70894.75
16553,189,2026-03-18,Pending,COD,171406.43
16554,8693,2024-04-06,Delivered,COD,63955.7
16555,8570,2026-02-26,Pending,Credit Card,70608.55
16556,810,2025-03-28,Cancelled,Debit Card,187164.06
16557,9055,2024-12-03,Shipped,Credit Card,156334.4
16558,4232,2024-08-30,Delivered,Net Banking,43226.22
16559,9771,2026-05-08,Delivered,UPI,33791.94
16560,1595,2025-02-05,Shipped,UPI,179584.83
16561,1640,2023-12-05,Shipped,Net Banking,195465.9
16562,7396,2023-12-01,Delivered,UPI,197595.26
16563,8681,2025-01-15,Shipped,Debit Card,96951.08
16564,9335,2024-04-06,Pending,Debit Card,156941.38
16565,7419,2024-06-21,Shipped,Net Banking,167712.35
16566,4498,2024-04-02,Pending,Debit Card,110346.02
16567,7714,2024-05-10,Cancelled,UPI,191601.73
16568,2349,2024-01-15,Shipped,Debit Card,199371.95
16569,5519,2025-07-01,Shipped,Debit Card,92417.58
16570,2782,2023-12-03,Cancelled,Debit Card,191167.6
16571,1521,2023-12-01,Delivered,Net Banking,63858.53
16572,5437,2025-11-28,Pending,COD,20092.3
16573,7094,2025-03-26,Delivered,UPI,146898.85
16574,2933,2025-01-03,Delivered,Debit Card,105616.32
16575,3021,2024-08-07,Pending,Credit Card,57485.77
16576,504,2025-09-19,Shipped,UPI,96889.44
16577,1854,2023-12-10,Delivered,Credit Card,94836.18
16578,784,2024-08-22,Delivered,UPI,56289.65
16579,4310,2025-04-18,Shipped,Debit Card,156861.81
16580,4623,2024-09-22,Shipped,COD,186429.72
16581,8818,2025-04-27,Delivered,UPI,48390.93
16582,7437,2024-06-13,Delivered,Debit Card,110365.97
16583,3119,2025-09-20,Pending,Debit Card,123315.67
16584,5149,2025-09-22,Pending,COD,183496.1
16585,8605,2023-11-30,Pending,Net Banking,19947.62
16586,6150,2023-08-12,Shipped,Credit Card,53698.35
16587,5281,2024-10-25,Cancelled,Net Banking,102025.3
16588,6690,2025-07-06,Pending,Debit Card,161841.15
16589,638,2024-12-12,Shipped,COD,78827.99
16590,774,2025-03-15,Shipped,Credit Card,104562.91
16591,6185,2023-09-13,Shipped,Net Banking,20515.05
16592,5202,2025-09-15,Pending,Credit Card,8265.33
16593,3785,2026-03-13,Delivered,Debit Card,42990.92
16594,2046,2024-05-07,Shipped,UPI,95372.27
16595,7571,2025-10-22,Delivered,UPI,59677.85
16596,96,2023-11-23,Cancelled,UPI,2487.86
16597,7655,2025-11-17,Cancelled,Credit Card,14092.57
16598,5606,2025-12-17,Delivered,Debit Card,127579.18
16599,6176,2024-03-06,Cancelled,Net Banking,82783.89
16600,5828,2026-05-06,Cancelled,Credit Card,54995.82
16601,3018,2023-12-06,Cancelled,Net Banking,195899.34
16602,3740,2024-04-12,Delivered,Debit Card,94993.19
16603,5118,2024-05-25,Delivered,Credit Card,14253.37
16604,4569,2026-04-02,Shipped,Debit Card,10988.61
16605,4266,2024-12-11,Shipped,COD,180624.85
16606,1253,2025-08-12,Cancelled,COD,29036.4
16607,5430,2023-08-31,Cancelled,UPI,177945.37
16608,973,2025-11-25,Pending,UPI,82953.97
16609,1062,2025-05-29,Shipped,Credit Card,159622.31
16610,2056,2026-02-09,Shipped,Credit Card,23074.84
16611,4491,2026-03-06,Pending,COD,63122.58
16612,7611,2023-06-26,Pending,COD,53653.63
16613,9703,2024-05-09,Delivered,Net Banking,56638.0
16614,435,2025-10-08,Pending,COD,103275.17
16615,8092,2024-06-20,Cancelled,Net Banking,821.42
16616,4509,2023-08-09,Cancelled,COD,104218.09
16617,7381,2025-10-07,Cancelled,Credit Card,71415.12
16618,4594,2025-07-28,Delivered,Credit Card,91031.86
16619,1733,2025-07-29,Delivered,UPI,154356.75
16620,9073,2024-06-14,Pending,Net Banking,118466.13
16621,1518,2025-06-01,Cancelled,Credit Card,117424.1
16622,8269,2025-08-18,Delivered,UPI,37095.99
16623,6705,2025-06-08,Delivered,Credit Card,67512.2
16624,6842,2025-05-19,Cancelled,Net Banking,31712.34
16625,6305,2025-12-18,Delivered,COD,97476.25
16626,7918,2024-08-29,Pending,UPI,151922.52
16627,8040,2024-01-05,Shipped,Credit Card,173644.06
16628,5967,2025-12-16,Shipped,COD,197342.14
16629,4615,2025-12-09,Pending,Debit Card,6635.23
16630,8859,2023-09-17,Cancelled,Net Banking,36131.05
16631,5425,2026-01-04,Pending,Net Banking,171681.99
16632,3976,2025-05-05,Delivered,Net Banking,79208.62
16633,4415,2024-02-26,Cancelled,Credit Card,9464.64
16634,8793,2025-09-30,Cancelled,UPI,134218.39
16635,6603,2023-12-08,Pending,Debit Card,90292.08
16636,577,2024-05-11,Cancelled,Net Banking,23744.18
16637,3627,2026-02-02,Cancelled,Net Banking,183219.29
16638,352,2026-02-04,Cancelled,Net Banking,134270.73
16639,4628,2026-02-17,Delivered,Debit Card,42749.87
16640,8616,2024-12-05,Cancelled,UPI,198711.17
16641,7201,2024-10-18,Shipped,Debit Card,104390.53
16642,3394,2024-05-24,Shipped,Debit Card,136134.67
16643,4604,2025-07-04,Shipped,Credit Card,131533.24
16644,567,2025-09-21,Pending,Credit Card,137310.9
16645,6130,2024-06-22,Shipped,UPI,73847.85
16646,7194,2024-12-07,Pending,Net Banking,190329.18
16647,1371,2023-08-28,Pending,COD,116905.63
16648,2676,2024-10-28,Cancelled,Debit Card,154866.41
16649,8202,2024-03-14,Cancelled,UPI,37961.99
16650,9428,2025-03-23,Shipped,COD,51049.13
16651,6466,2025-02-05,Pending,UPI,88953.59
16652,9633,2025-05-09,Delivered,COD,82274.23
16653,9272,2025-10-13,Cancelled,Net Banking,157727.08
16654,4296,2024-02-27,Shipped,UPI,119796.04
16655,7660,2024-10-06,Shipped,Credit Card,96461.49
16656,9580,2025-03-08,Cancelled,UPI,61882.99
16657,125,2024-12-12,Pending,Net Banking,103043.29
16658,8251,2024-11-21,Shipped,UPI,20614.23
16659,6572,2024-07-19,Pending,COD,181746.07
16660,219,2025-02-25,Shipped,Debit Card,164042.7
16661,3377,2026-01-16,Pending,Debit Card,191419.78
16662,8462,2024-04-20,Shipped,Net Banking,84276.6
16663,2177,2024-03-26,Cancelled,UPI,191839.94
16664,7699,2024-01-25,Delivered,Net Banking,83314.22
16665,8619,2025-03-11,Delivered,Net Banking,172897.91
16666,4340,2024-09-03,Cancelled,Debit Card,179973.52
16667,7653,2024-10-07,Cancelled,Credit Card,45736.99
16668,2347,2025-12-04,Delivered,COD,136970.53
16669,6665,2024-11-06,Pending,Debit Card,191499.98
16670,2616,2026-01-23,Delivered,Debit Card,72935.35
16671,2825,2024-02-13,Delivered,Credit Card,110493.84
16672,8588,2025-11-14,Delivered,Net Banking,46653.7
16673,8311,2023-07-10,Pending,Debit Card,15647.11
16674,5001,2025-09-09,Shipped,Debit Card,150978.79
16675,5224,2023-10-03,Shipped,Debit Card,116200.97
16676,4911,2024-11-05,Pending,UPI,14564.06
16677,9025,2023-11-12,Shipped,COD,139024.57
16678,3075,2024-03-17,Pending,Debit Card,97093.26
16679,4473,2024-04-11,Shipped,Credit Card,51094.52
16680,5334,2025-12-31,Pending,UPI,146451.77
16681,7331,2025-04-08,Delivered,Debit Card,95046.71
16682,8555,2024-07-05,Cancelled,Credit Card,13061.83
16683,1355,2025-07-19,Pending,Debit Card,190681.38
16684,5616,2024-09-29,Cancelled,Debit Card,160499.96
16685,7277,2024-06-30,Shipped,Net Banking,193108.9
16686,3182,2026-05-07,Shipped,UPI,110851.4
16687,2806,2025-09-03,Cancelled,UPI,199206.28
16688,8213,2024-02-14,Delivered,Debit Card,167672.23
16689,276,2025-05-11,Cancelled,Net Banking,84265.44
16690,2151,2024-02-02,Pending,UPI,64874.08
16691,9107,2023-09-09,Delivered,COD,94430.94
16692,8815,2025-07-30,Cancelled,COD,9133.09
16693,632,2025-07-21,Pending,COD,131417.75
16694,484,2024-02-26,Cancelled,Credit Card,25040.08
16695,7290,2024-11-28,Shipped,COD,189304.92
16696,698,2023-08-08,Shipped,COD,53659.3
16697,4232,2023-12-19,Shipped,UPI,104631.25
16698,92,2025-08-16,Delivered,Credit Card,166596.62
16699,976,2023-07-09,Shipped,COD,53293.77
16700,7371,2026-03-22,Delivered,COD,94867.98
16701,2134,2024-11-23,Cancelled,UPI,77708.15
16702,1829,2026-05-18,Pending,Credit Card,188303.17
16703,99,2024-12-05,Delivered,Debit Card,44878.22
16704,727,2024-11-29,Delivered,Debit Card,64199.98
16705,1265,2026-01-06,Delivered,Credit Card,51551.39
16706,6683,2025-08-15,Shipped,Credit Card,39123.33
16707,4618,2024-08-25,Delivered,UPI,184221.24
16708,7118,2024-09-19,Shipped,Net Banking,171337.06
16709,3794,2025-09-17,Delivered,Net Banking,195398.62
16710,5725,2024-09-13,Cancelled,UPI,197337.87
16711,6727,2024-04-25,Pending,COD,194853.95
16712,2779,2024-02-29,Cancelled,UPI,163609.1
16713,1863,2025-04-22,Pending,UPI,39551.88
16714,5117,2024-06-05,Delivered,UPI,156933.78
16715,2320,2023-06-13,Shipped,Net Banking,84032.49
16716,6479,2024-02-25,Shipped,COD,103815.52
16717,7835,2026-03-23,Shipped,Debit Card,81582.46
16718,2115,2026-04-11,Cancelled,UPI,144147.46
16719,6107,2025-07-06,Cancelled,Credit Card,61068.33
16720,9523,2023-10-01,Cancelled,Net Banking,170484.24
16721,3322,2025-10-07,Shipped,Credit Card,26248.53
16722,6832,2024-08-12,Cancelled,Credit Card,40763.72
16723,7912,2023-07-18,Delivered,Net Banking,107927.99
16724,8888,2023-07-06,Delivered,UPI,159996.43
16725,8966,2025-01-07,Shipped,Debit Card,40531.06
16726,2541,2024-05-29,Pending,Credit Card,179707.66
16727,6314,2025-06-21,Delivered,UPI,151598.1
16728,3557,2024-04-25,Cancelled,Debit Card,159427.25
16729,7861,2025-10-02,Delivered,Net Banking,64104.53
16730,1679,2025-04-26,Pending,COD,70429.26
16731,4387,2026-05-12,Shipped,Net Banking,57567.73
16732,1597,2025-01-20,Shipped,Net Banking,38884.47
16733,5737,2025-07-19,Cancelled,Credit Card,117945.86
16734,304,2023-09-21,Pending,Net Banking,10846.34
16735,735,2023-12-26,Delivered,Credit Card,112136.57
16736,7256,2024-04-18,Delivered,Debit Card,121768.66
16737,9394,2025-10-07,Delivered,UPI,124584.48
16738,4793,2026-03-29,Cancelled,COD,39661.23
16739,6349,2024-08-24,Pending,Credit Card,175773.85
16740,533,2024-12-30,Cancelled,Credit Card,6180.38
16741,8552,2024-03-20,Cancelled,UPI,102376.16
16742,4196,2024-06-19,Shipped,Debit Card,46414.96
16743,8991,2024-06-27,Cancelled,COD,72193.5
16744,2212,2025-04-23,Pending,Net Banking,6587.64
16745,6971,2024-03-31,Shipped,Net Banking,99452.06
16746,7205,2025-02-25,Pending,Net Banking,24548.08
16747,6707,2025-03-08,Pending,Debit Card,90177.36
16748,4445,2024-02-25,Shipped,COD,91993.52
16749,9336,2024-12-30,Cancelled,COD,18480.37
16750,4236,2025-06-09,Delivered,COD,149688.81
16751,2921,2024-07-21,Delivered,Credit Card,80524.03
16752,5113,2025-02-01,Shipped,Debit Card,23980.94
16753,1425,2024-03-17,Delivered,UPI,83483.19
16754,3104,2023-07-20,Delivered,Credit Card,33770.01
16755,2874,2025-03-24,Pending,Debit Card,17433.49
16756,6303,2025-04-11,Pending,COD,58929.15
16757,5059,2023-07-07,Cancelled,COD,5911.97
16758,7570,2024-07-22,Delivered,COD,38025.03
16759,7135,2024-03-08,Shipped,COD,66089.01
16760,6218,2025-04-01,Shipped,Debit Card,68102.99
16761,481,2025-02-21,Pending,UPI,188318.31
16762,6643,2025-01-21,Cancelled,Credit Card,64999.4
16763,5161,2024-08-09,Delivered,COD,125483.39
16764,3271,2024-02-18,Shipped,Credit Card,7967.69
16765,7424,2026-01-22,Cancelled,Debit Card,38603.86
16766,2622,2025-04-01,Cancelled,Net Banking,60993.56
16767,7688,2023-07-22,Delivered,UPI,177728.61
16768,7807,2025-07-29,Delivered,Net Banking,187156.21
16769,5621,2025-01-05,Pending,Net Banking,147902.24
16770,8547,2025-09-28,Delivered,COD,194441.2
16771,765,2024-03-08,Cancelled,Net Banking,1612.31
16772,1684,2024-09-16,Delivered,Net Banking,106714.36
16773,6250,2025-12-07,Pending,Debit Card,125569.05
16774,1546,2026-05-17,Pending,UPI,47735.56
16775,391,2023-10-22,Pending,UPI,143349.58
16776,3868,2025-01-22,Delivered,Credit Card,13702.74
16777,7441,2025-12-16,Delivered,UPI,121451.0
16778,9929,2026-02-20,Delivered,UPI,65187.76
16779,5266,2024-12-20,Delivered,Net Banking,146409.08
16780,8537,2024-09-22,Pending,UPI,20299.68
16781,9796,2023-12-08,Pending,Net Banking,117339.38
16782,7795,2024-04-09,Delivered,Credit Card,132010.76
16783,3240,2025-01-16,Pending,Debit Card,106527.52
16784,6087,2026-05-10,Pending,UPI,184340.64
16785,1321,2023-05-30,Cancelled,Net Banking,128674.1
16786,2562,2025-11-22,Pending,UPI,88596.88
16787,5055,2025-03-31,Cancelled,COD,80279.24
16788,1097,2024-10-23,Pending,UPI,86241.32
16789,6040,2026-02-10,Pending,Credit Card,128344.33
16790,6834,2023-06-02,Delivered,Debit Card,166129.52
16791,9120,2024-02-01,Pending,COD,10738.11
16792,9335,2024-08-01,Pending,Credit Card,195335.25
16793,2455,2025-12-26,Delivered,Debit Card,110568.85
16794,7261,2024-08-12,Pending,Net Banking,175168.15
16795,2040,2024-08-13,Shipped,COD,44964.14
16796,4590,2025-11-27,Delivered,Credit Card,87219.76
16797,7631,2023-12-06,Cancelled,Credit Card,91327.4
16798,516,2025-09-13,Pending,Debit Card,70344.5
16799,743,2025-06-05,Shipped,COD,174806.49
16800,346,2024-01-29,Pending,Debit Card,108128.86
16801,161,2025-09-23,Cancelled,Credit Card,174766.57
16802,1038,2024-02-21,Shipped,Net Banking,167130.78
16803,4771,2025-02-19,Shipped,Debit Card,34738.33
16804,1967,2025-09-02,Pending,Debit Card,93197.72
16805,8395,2026-04-24,Cancelled,Debit Card,194811.42
16806,4203,2024-09-25,Pending,UPI,33306.31
16807,1892,2024-01-13,Shipped,Debit Card,188458.74
16808,1473,2026-02-22,Shipped,COD,107767.87
16809,9663,2025-01-05,Shipped,Debit Card,107938.78
16810,7296,2023-10-26,Pending,Debit Card,8279.14
16811,7048,2024-03-14,Cancelled,Net Banking,157585.65
16812,3222,2025-06-15,Delivered,Net Banking,95536.99
16813,617,2025-11-02,Delivered,Credit Card,888.68
16814,9716,2024-01-19,Cancelled,Credit Card,24885.16
16815,3107,2024-07-22,Delivered,COD,160558.69
16816,9338,2024-10-23,Pending,UPI,6799.32
16817,2776,2023-07-08,Pending,Credit Card,50719.55
16818,4236,2024-03-01,Cancelled,UPI,119589.31
16819,2549,2026-02-19,Pending,Net Banking,44630.67
16820,1656,2023-09-16,Delivered,COD,23275.1
16821,6483,2024-04-20,Pending,Credit Card,182190.62
16822,1043,2023-11-01,Shipped,Credit Card,139164.24
16823,6692,2023-07-24,Cancelled,UPI,89006.1
16824,5209,2024-08-15,Cancelled,Credit Card,142904.77
16825,2619,2023-09-22,Pending,Credit Card,96702.34
16826,4238,2025-05-18,Pending,Net Banking,160434.61
16827,2470,2024-05-31,Delivered,Debit Card,57681.86
16828,8859,2023-06-24,Delivered,UPI,181532.0
16829,1771,2024-12-24,Shipped,COD,188196.44
16830,7793,2026-02-23,Delivered,Debit Card,140505.13
16831,3871,2024-01-09,Delivered,COD,181978.87
16832,3457,2025-01-03,Cancelled,Debit Card,56688.61
16833,5294,2025-06-14,Shipped,COD,32406.48
16834,7749,2024-06-20,Cancelled,Debit Card,28686.59
16835,4474,2026-05-16,Cancelled,UPI,76320.48
16836,9626,2026-04-03,Shipped,Credit Card,2089.79
16837,2114,2025-11-06,Delivered,Credit Card,188102.74
16838,269,2025-02-27,Delivered,Credit Card,151623.69
16839,1120,2026-04-17,Delivered,Credit Card,148340.09
16840,7720,2024-01-02,Pending,COD,27657.56
16841,2377,2024-09-22,Cancelled,Debit Card,96383.83
16842,6109,2026-02-19,Cancelled,Net Banking,43792.26
16843,9359,2024-04-28,Shipped,Credit Card,31503.4
16844,6226,2025-07-27,Delivered,Debit Card,124947.1
16845,2924,2026-01-04,Shipped,COD,105134.24
16846,8257,2024-03-29,Pending,COD,164351.42
16847,7278,2025-05-26,Shipped,COD,90983.45
16848,2300,2024-05-29,Cancelled,Debit Card,68388.93
16849,8026,2024-11-15,Cancelled,COD,89407.71
16850,2845,2026-01-11,Delivered,COD,116844.04
16851,5050,2023-10-06,Cancelled,Credit Card,8044.66
16852,9930,2025-06-09,Shipped,Net Banking,63579.94
16853,3938,2026-05-11,Shipped,Net Banking,199142.76
16854,2688,2023-10-22,Shipped,UPI,108963.63
16855,6737,2025-05-22,Shipped,Debit Card,131395.01
16856,4258,2025-06-23,Shipped,Debit Card,57822.17
16857,1259,2025-01-26,Shipped,UPI,150528.52
16858,3666,2024-10-05,Pending,COD,88948.52
16859,8069,2023-11-24,Shipped,Debit Card,199314.82
16860,2380,2024-03-09,Pending,UPI,194232.2
16861,7003,2023-11-09,Pending,Debit Card,162461.4
16862,330,2025-10-25,Pending,Credit Card,63017.24
16863,3771,2023-06-06,Shipped,COD,160346.83
16864,8279,2025-02-06,Shipped,Credit Card,66812.18
16865,2927,2024-09-23,Delivered,Net Banking,78906.01
16866,7951,2025-12-27,Delivered,Debit Card,31728.33
16867,5595,2023-09-03,Pending,COD,37208.7
16868,3145,2024-01-12,Shipped,Net Banking,196041.24
16869,6932,2023-08-30,Cancelled,COD,120965.16
16870,4577,2025-06-08,Cancelled,Debit Card,197503.22
16871,9035,2023-09-23,Cancelled,Debit Card,183712.91
16872,9171,2025-02-24,Cancelled,Credit Card,95942.22
16873,4305,2026-05-13,Shipped,Net Banking,138741.81
16874,6101,2023-09-24,Shipped,Debit Card,72394.16
16875,7502,2024-12-05,Delivered,Net Banking,18681.08
16876,2370,2024-10-09,Shipped,COD,87161.86
16877,3430,2023-10-31,Shipped,Debit Card,163365.18
16878,6683,2024-11-24,Shipped,Net Banking,81439.18
16879,1657,2026-01-16,Pending,Net Banking,33858.96
16880,7040,2024-01-24,Cancelled,Credit Card,167599.94
16881,1923,2024-12-14,Cancelled,UPI,67199.05
16882,5453,2026-03-31,Delivered,Debit Card,101749.03
16883,2805,2026-02-18,Delivered,COD,68020.04
16884,8748,2025-01-29,Delivered,UPI,23116.63
16885,4680,2023-11-14,Shipped,Credit Card,174771.58
16886,4012,2024-07-16,Shipped,COD,139893.94
16887,7427,2025-01-08,Delivered,Net Banking,77994.28
16888,3629,2024-06-20,Pending,UPI,3083.96
16889,6374,2025-08-01,Shipped,COD,42401.1
16890,7169,2024-07-22,Delivered,Debit Card,198195.8
16891,6458,2024-03-01,Shipped,COD,149441.46
16892,6200,2024-07-18,Pending,COD,58668.8
