product_id,product_name,category_id,price,stock_quantity,brand,rating
1081,Phone Cover 1081,2,92558.29,196,Puma,4.3
1082,Wireless Mouse 1082,10,68184.69,770,Boat,4.3
1083,Jeans 1083,12,91450.25,349,Boat,4.3
1084,Jeans 1084,6,97231.24,826,LG,4.7
1085,Backpack 1085,1,25899.29,289,Dell,3.9
1086,Jeans 1086,1,10255.96,242,Apple,3.3
1087,Yoga Mat 1087,5,13618.42,511,Samsung,4.5
1088,Protein Powder 1088,7,43570.73,762,LG,3.3
1089,Bluetooth Speaker 1089,9,96154.37,148,Samsung,4.5
1090,Gaming Keyboard 1090,3,64503.08,608,Boat,3.3
1091,Running Shoes 1091,10,85347.42,764,Philips,4.5
1092,Cookware Set 1092,5,61463.68,209,Samsung,4.7
1093,Cookware Set 1093,12,18591.7,889,Puma,3.7
1094,Running Shoes 1094,3,9578.77,88,Philips,4.7
1095,Protein Powder 1095,10,18509.43,585,Puma,3.8
1096,Phone Cover 1096,12,40049.38,492,Dell,3.8
1097,Bluetooth Speaker 1097,1,87538.24,923,Sony,4.5
1098,Coffee Maker 1098,11,18305.42,814,Philips,3.1
1099,Cookware Set 1099,11,90787.81,704,LG,4.3
1100,Running Shoes 1100,8,91536.47,908,Dell,4.2
1101,Protein Powder 1101,8,25472.97,106,Samsung,3.0
1102,Bluetooth Speaker 1102,9,97366.26,874,Apple,4.4
1103,Coffee Maker 1103,10,67853.8,489,Puma,3.8
1104,Coffee Maker 1104,12,19607.32,976,Boat,3.0
1105,Jeans 1105,10,87389.21,463,Dell,3.7
1106,Smart Watch 1106,8,52478.23,397,Boat,3.6
1107,Smart Watch 1107,10,40342.09,147,Dell,4.6
1108,Phone Cover 1108,6,81470.78,753,Philips,4.6
1109,Cookware Set 1109,1,87239.18,155,Philips,3.8
1110,Protein Powder 1110,12,98951.86,874,HP,4.7
1111,Laptop Stand 1111,10,86543.48,594,Samsung,4.4
1112,LED Monitor 1112,1,40136.96,156,Philips,4.2
1113,Protein Powder 1113,11,3142.63,227,Samsung,4.0
1114,Gaming Keyboard 1114,12,9456.71,876,Sony,4.2
1115,Air Fryer 1115,2,66395.24,838,Dell,4.7
1116,Kids Toy 1116,9,92987.55,750,Samsung,3.3
1117,Air Fryer 1117,2,38935.44,158,Dell,4.3
1118,Novel Book 1118,7,11542.08,107,Puma,4.4
1119,Cookware Set 1119,9,46016.04,110,LG,4.5
1120,Cookware Set 1120,11,83789.25,408,HP,3.5
1121,Phone Cover 1121,6,84314.19,19,Dell,3.6
1122,Face Wash 1122,1,27812.53,735,Dell,3.7
1123,Phone Cover 1123,2,54458.74,717,Nike,4.6
1124,Gaming Keyboard 1124,11,63263.85,731,Sony,4.4
1125,Phone Cover 1125,1,74219.28,606,Puma,4.5
1126,Hair Dryer 1126,3,23993.48,997,Nike,4.9
1127,Novel Book 1127,6,33584.2,580,Philips,3.7
1128,LED Monitor 1128,2,4537.26,986,Nike,4.0
1129,Face Wash 1129,1,25328.47,934,LG,4.3
1130,Running Shoes 1130,2,28700.6,749,LG,3.2
1131,Bluetooth Speaker 1131,9,68896.79,511,Apple,4.3
1132,Wireless Mouse 1132,10,25149.02,515,Nike,3.1
1133,T-Shirt 1133,2,26045.72,313,Puma,3.8
1134,Hair Dryer 1134,2,305.62,425,Apple,4.6
1135,Yoga Mat 1135,5,12638.32,225,Philips,3.9
1136,Coffee Maker 1136,6,1571.77,125,LG,4.1
1137,Wireless Mouse 1137,9,12946.21,70,Sony,3.7
1138,Yoga Mat 1138,7,91989.31,512,Dell,3.2
1139,Jeans 1139,5,86262.1,226,Philips,5.0
1140,Gaming Keyboard 1140,2,36158.33,500,HP,3.8
1141,Air Fryer 1141,5,25101.85,418,LG,3.5
1142,Wireless Mouse 1142,1,23580.45,768,HP,4.0
1143,Phone Cover 1143,6,69493.06,836,HP,3.3
1144,Wireless Mouse 1144,2,66281.7,319,Sony,4.2
1145,Hair Dryer 1145,5,61536.57,426,Apple,4.9
1146,Backpack 1146,7,52737.12,290,Dell,3.9
1147,Backpack 1147,8,29332.53,642,Puma,4.5
1148,Laptop Stand 1148,12,21458.19,519,HP,4.5
1149,Wireless Mouse 1149,8,34059.88,606,Philips,3.2
1150,Kids Toy 1150,10,11667.89,687,Dell,4.7
1151,Protein Powder 1151,11,63662.58,25,Nike,4.3
1152,Bluetooth Speaker 1152,1,35484.93,294,Puma,4.9
1153,Laptop Stand 1153,4,45555.54,654,Sony,3.0
1154,Wireless Mouse 1154,4,92502.61,221,Sony,4.4
1155,Coffee Maker 1155,10,26725.32,7,Samsung,3.7
1156,Backpack 1156,10,34513.94,994,Nike,4.4
1157,Hair Dryer 1157,11,55883.85,798,HP,4.2
1158,Yoga Mat 1158,11,44780.7,609,LG,4.9
1159,T-Shirt 1159,2,31723.67,773,Philips,3.6
1160,T-Shirt 1160,1,41159.75,886,Puma,4.5
1161,Cookware Set 1161,2,13727.68,247,Samsung,4.7
1162,Backpack 1162,12,44477.28,460,Samsung,4.8
1163,Yoga Mat 1163,11,50281.8,71,Dell,3.9
1164,Novel Book 1164,4,44498.26,59,Sony,4.6
1165,Face Wash 1165,8,26554.24,357,Philips,4.1
1166,Phone Cover 1166,8,39221.69,902,Sony,3.8
1167,LED Monitor 1167,8,57031.9,95,Puma,3.3
1168,Bluetooth Speaker 1168,10,52826.19,586,HP,4.1
1169,Running Shoes 1169,5,77000.53,337,HP,3.5
1170,Backpack 1170,10,4305.88,13,Dell,4.1
1171,Hair Dryer 1171,12,89665.96,146,HP,4.8
1172,Novel Book 1172,10,16788.46,986,Nike,4.7
1173,LED Monitor 1173,8,72139.26,879,Samsung,3.7
1174,Jeans 1174,11,85452.54,415,Nike,4.7
1175,Novel Book 1175,11,870.88,450,Puma,4.8
1176,Yoga Mat 1176,8,29664.38,960,Dell,4.0
1177,Running Shoes 1177,11,62826.9,69,Puma,3.2
1178,LED Monitor 1178,11,70043.19,247,Nike,4.4
1179,Running Shoes 1179,6,60952.08,19,Philips,4.4
1180,Wireless Mouse 1180,2,1401.86,653,HP,3.8
1181,Smart Watch 1181,7,57887.84,251,LG,4.5
1182,Bluetooth Speaker 1182,2,40710.39,629,LG,4.0
1183,Phone Cover 1183,9,17950.71,66,Samsung,3.6
1184,Air Fryer 1184,11,40938.72,389,Puma,3.3
1185,Backpack 1185,6,10112.79,265,Apple,3.6
1186,T-Shirt 1186,4,95957.44,592,Philips,3.3
1187,Yoga Mat 1187,10,76134.61,45,Nike,4.6
1188,Jeans 1188,4,28790.49,888,Nike,4.1
1189,Bluetooth Speaker 1189,7,9109.59,861,HP,4.6
1190,Coffee Maker 1190,9,67954.77,635,Nike,4.8
1191,LED Monitor 1191,2,15813.26,910,Apple,4.8
1192,Kids Toy 1192,9,73473.95,491,Dell,4.6
1193,Air Fryer 1193,8,84751.81,364,LG,4.7
1194,Protein Powder 1194,2,85776.84,735,Nike,3.8
1195,Air Fryer 1195,2,16891.73,301,Dell,4.2
1196,Air Fryer 1196,3,67966.75,282,Samsung,4.5
1197,Novel Book 1197,1,9645.22,533,Sony,4.8
1198,Air Fryer 1198,9,83077.11,720,Puma,3.1
1199,Protein Powder 1199,8,30799.02,20,Nike,3.2
1200,Cookware Set 1200,6,330.91,762,Sony,3.1
1201,Face Wash 1201,5,22400.77,550,Boat,3.9
1202,Face Wash 1202,12,36417.93,759,Puma,4.2
1203,Hair Dryer 1203,7,34154.68,87,HP,3.7
1204,Wireless Mouse 1204,2,37207.39,614,Philips,4.1
1205,Yoga Mat 1205,7,66044.39,637,Dell,4.9
1206,Laptop Stand 1206,1,27555.38,58,Philips,4.3
1207,Laptop Stand 1207,1,15023.4,174,Puma,3.4
1208,Face Wash 1208,5,95729.06,231,Sony,4.0
1209,Gaming Keyboard 1209,2,97461.34,339,Nike,3.8
1210,Hair Dryer 1210,12,51794.54,442,Boat,3.5
1211,Smart Watch 1211,3,78465.54,945,Boat,5.0
1212,Novel Book 1212,9,70663.6,783,Boat,3.7
1213,Yoga Mat 1213,1,85023.37,715,Philips,4.1
1214,Protein Powder 1214,2,12060.14,333,Philips,3.0
1215,Laptop Stand 1215,3,99607.71,271,Apple,4.6
1216,Protein Powder 1216,3,30966.55,383,Samsung,3.3
1217,Coffee Maker 1217,9,80653.56,848,HP,4.8
1218,Phone Cover 1218,7,75382.77,823,Puma,4.7
1219,T-Shirt 1219,12,96401.48,364,Philips,3.2
1220,T-Shirt 1220,2,26305.41,266,Sony,4.1
1221,Face Wash 1221,1,16453.21,417,Apple,4.9
1222,Kids Toy 1222,12,46704.55,746,Boat,3.5
1223,T-Shirt 1223,12,38396.84,715,Nike,3.5
1224,Hair Dryer 1224,11,95878.1,397,Boat,4.3
1225,Backpack 1225,12,78020.8,990,LG,5.0
1226,Face Wash 1226,4,74974.19,963,HP,4.1
1227,Cookware Set 1227,3,64857.86,823,Dell,3.1
1228,T-Shirt 1228,7,49139.86,39,Puma,3.8
1229,Protein Powder 1229,10,78478.09,966,Apple,4.0
1230,Bluetooth Speaker 1230,1,88136.4,603,Boat,4.9
1231,Novel Book 1231,2,35504.34,291,Apple,4.5
1232,Laptop Stand 1232,6,49291.35,648,Boat,4.6
1233,Air Fryer 1233,2,87403.02,711,Philips,4.3
1234,Backpack 1234,11,55040.75,824,Philips,3.3
1235,Phone Cover 1235,7,71340.01,859,LG,4.6
1236,Backpack 1236,6,83928.22,718,Nike,4.1
1237,Face Wash 1237,9,45181.86,306,Sony,4.1
1238,Air Fryer 1238,4,24710.91,658,Sony,4.2
1239,Coffee Maker 1239,4,85147.03,791,Sony,3.7
1240,Phone Cover 1240,9,87603.54,209,Boat,4.9
1241,Laptop Stand 1241,8,22140.44,269,Boat,3.3
1242,Protein Powder 1242,7,44537.09,980,Dell,4.3
1243,Wireless Mouse 1243,10,88308.21,202,Apple,3.2
1244,Phone Cover 1244,5,11173.14,161,Puma,4.0
1245,Kids Toy 1245,9,30861.75,498,LG,4.3
1246,Cookware Set 1246,7,94850.16,566,LG,4.5
1247,Laptop Stand 1247,10,64971.73,202,Samsung,4.1
1248,Wireless Mouse 1248,11,83326.71,21,HP,4.7
1249,Protein Powder 1249,2,98226.38,98,Dell,4.5
1250,Face Wash 1250,4,63915.53,407,Samsung,4.8
1251,Hair Dryer 1251,6,94831.15,462,Nike,3.9
1252,Air Fryer 1252,5,68419.99,790,Puma,3.0
1253,T-Shirt 1253,1,50527.47,500,Apple,4.1
1254,Hair Dryer 1254,2,56807.01,203,Sony,3.5
1255,Hair Dryer 1255,2,46779.09,458,Puma,3.1
1256,Protein Powder 1256,5,92802.27,445,HP,3.6
1257,Jeans 1257,9,67311.16,667,Philips,4.5
1258,Gaming Keyboard 1258,10,78979.81,975,Nike,4.6
1259,Novel Book 1259,5,88784.85,606,HP,5.0
1260,Phone Cover 1260,1,1192.23,198,HP,4.5
1261,Air Fryer 1261,2,66872.71,656,Samsung,3.3
1262,Smart Watch 1262,10,80179.18,970,HP,3.2
1263,Hair Dryer 1263,12,36076.04,101,Dell,3.5
1264,Backpack 1264,5,11115.12,214,Apple,4.4
1265,Jeans 1265,8,738.7,352,Philips,4.7
1266,T-Shirt 1266,2,32448.85,361,HP,3.1
1267,Bluetooth Speaker 1267,11,76163.71,370,Nike,3.5
1268,Gaming Keyboard 1268,9,29432.9,435,Apple,3.3
1269,Wireless Mouse 1269,11,68667.54,678,Samsung,4.8
1270,Novel Book 1270,4,16987.76,962,LG,4.9
1271,Wireless Mouse 1271,10,78480.07,113,Nike,3.1
1272,Phone Cover 1272,11,54600.79,187,Boat,3.5
1273,Novel Book 1273,7,6351.88,828,Boat,5.0
1274,Protein Powder 1274,11,8921.71,379,Sony,4.4
1275,Kids Toy 1275,7,73176.05,977,LG,4.6
1276,Coffee Maker 1276,8,38675.35,393,Dell,4.3
1277,Gaming Keyboard 1277,4,54243.38,728,Nike,4.8
1278,Backpack 1278,10,61266.62,983,Philips,3.7
1279,Smart Watch 1279,4,72821.09,657,Samsung,3.1
1280,Bluetooth Speaker 1280,8,75563.83,801,Apple,3.0
1281,Gaming Keyboard 1281,10,25318.97,535,Nike,3.2
1282,Running Shoes 1282,7,84723.72,90,Boat,3.3
1283,Protein Powder 1283,3,57682.93,403,Boat,3.6
1284,Protein Powder 1284,12,17751.83,403,Dell,4.1
1285,Laptop Stand 1285,9,83369.57,601,Nike,4.0
1286,Hair Dryer 1286,11,47460.84,554,HP,3.4
1287,T-Shirt 1287,1,42273.72,964,HP,3.5
1288,Bluetooth Speaker 1288,2,19643.7,431,LG,4.0
1289,Smart Watch 1289,10,59099.0,726,Nike,3.1
1290,Coffee Maker 1290,10,15538.86,38,Puma,4.1
1291,Kids Toy 1291,8,48584.48,311,Nike,3.7
1292,Gaming Keyboard 1292,8,58125.36,96,Boat,4.9
1293,T-Shirt 1293,2,36543.45,65,Philips,4.7
1294,Wireless Mouse 1294,8,23074.07,949,HP,4.7
1295,Bluetooth Speaker 1295,1,78626.73,886,Puma,4.2
1296,Yoga Mat 1296,7,3837.14,693,Boat,4.5
1297,Protein Powder 1297,3,3632.65,719,Samsung,3.5
1298,Protein Powder 1298,8,19551.9,139,Dell,4.0
1299,Bluetooth Speaker 1299,2,94803.13,160,Dell,5.0
1300,Gaming Keyboard 1300,4,76425.11,333,Puma,4.0
1301,Phone Cover 1301,11,81611.13,457,Samsung,4.8
1302,T-Shirt 1302,12,64169.45,121,Puma,3.2
1303,Backpack 1303,3,26395.54,421,HP,4.5
1304,Smart Watch 1304,12,52632.83,441,LG,3.2
1305,Running Shoes 1305,1,30849.88,642,Boat,4.4
1306,Bluetooth Speaker 1306,3,78749.58,292,Puma,3.6
1307,Coffee Maker 1307,6,89570.9,324,Apple,3.4
1308,Running Shoes 1308,8,3829.16,852,Puma,3.9
1309,Face Wash 1309,9,30659.75,778,LG,3.6
1310,Backpack 1310,5,86835.57,358,Samsung,4.5
1311,Coffee Maker 1311,10,70099.71,791,Nike,4.4
1312,T-Shirt 1312,5,23666.9,526,Dell,4.4
1313,Face Wash 1313,11,94416.34,447,Puma,3.9
1314,Yoga Mat 1314,8,89090.14,389,LG,4.8
1315,Coffee Maker 1315,11,76126.1,603,Nike,4.6
1316,Wireless Mouse 1316,9,96572.26,716,Puma,4.1
1317,Bluetooth Speaker 1317,10,62460.75,685,Philips,4.4
1318,Backpack 1318,4,35234.0,737,Apple,4.0
1319,Coffee Maker 1319,3,25805.12,991,Dell,5.0
1320,Backpack 1320,3,56105.33,995,Apple,4.1
1321,Air Fryer 1321,7,95830.59,119,HP,4.5
1322,Coffee Maker 1322,11,951.96,244,HP,3.8
1323,Yoga Mat 1323,3,24316.69,342,HP,4.9
1324,Protein Powder 1324,7,36080.29,489,LG,4.6
1325,Jeans 1325,9,53297.04,731,HP,3.8
1326,Bluetooth Speaker 1326,8,41833.85,45,Philips,3.7
1327,Kids Toy 1327,6,19129.97,585,Nike,4.4
1328,Wireless Mouse 1328,4,2159.22,792,Apple,4.6
1329,Hair Dryer 1329,11,20786.89,902,Sony,3.9
1330,Bluetooth Speaker 1330,2,1499.11,923,Dell,4.3
1331,Bluetooth Speaker 1331,9,28105.75,293,LG,4.8
1332,Gaming Keyboard 1332,10,15088.99,282,Boat,3.3
1333,Bluetooth Speaker 1333,6,97692.16,656,HP,4.5
1334,Phone Cover 1334,9,60409.44,925,Nike,4.7
1335,T-Shirt 1335,5,19592.78,471,Philips,4.2
1336,Bluetooth Speaker 1336,2,83431.06,528,Nike,3.0
1337,Phone Cover 1337,6,11614.89,738,LG,3.1
1338,Jeans 1338,8,15852.04,581,Philips,4.6
1339,Air Fryer 1339,9,74865.83,371,Sony,3.8
1340,LED Monitor 1340,12,36159.16,103,Sony,3.9
1341,Yoga Mat 1341,2,81764.35,658,Puma,3.3
1342,Protein Powder 1342,1,60905.15,667,Puma,4.6
1343,Laptop Stand 1343,7,43990.84,971,LG,4.7
1344,Kids Toy 1344,4,45618.69,44,HP,4.7
1345,Cookware Set 1345,5,41309.35,756,Puma,3.4
1346,Smart Watch 1346,2,90231.72,268,Dell,4.0
1347,Laptop Stand 1347,4,35541.15,274,Sony,4.6
1348,Yoga Mat 1348,2,32467.18,534,Nike,4.6
1349,Running Shoes 1349,9,52236.03,944,Dell,4.8
1350,Phone Cover 1350,6,82375.11,437,Apple,3.8
1351,Backpack 1351,1,2627.46,653,LG,4.4
1352,Cookware Set 1352,11,72794.39,500,HP,4.8
1353,Jeans 1353,7,97891.29,421,Apple,4.2
1354,T-Shirt 1354,4,84317.28,223,Philips,3.6
1355,Cookware Set 1355,11,41552.76,263,Boat,4.8
1356,Backpack 1356,10,34091.39,683,Philips,4.6
1357,Cookware Set 1357,12,44814.73,152,Puma,4.2
1358,Cookware Set 1358,1,78359.71,243,Puma,3.2
1359,Bluetooth Speaker 1359,10,87837.47,905,LG,4.6
1360,Yoga Mat 1360,12,83447.29,211,Dell,3.1
1361,Phone Cover 1361,10,82284.82,414,Puma,3.5
1362,Running Shoes 1362,5,23894.07,325,Sony,3.9
1363,Running Shoes 1363,7,2931.43,454,Philips,4.1
1364,Cookware Set 1364,5,35212.95,271,Puma,3.2
1365,Running Shoes 1365,4,61384.19,10,Boat,3.1
1366,Wireless Mouse 1366,7,16536.72,772,Boat,3.6
1367,Laptop Stand 1367,9,91871.1,349,Boat,3.4
1368,Face Wash 1368,6,73191.64,419,LG,4.4
1369,Hair Dryer 1369,9,15343.52,495,Samsung,4.0
1370,Hair Dryer 1370,7,3684.16,190,Apple,3.5
1371,Gaming Keyboard 1371,4,19831.73,535,Philips,3.2
1372,Backpack 1372,12,36405.51,401,Puma,3.9
1373,Jeans 1373,8,50363.92,648,LG,3.9
1374,Phone Cover 1374,5,53006.59,680,LG,4.3
1375,Protein Powder 1375,10,8346.48,140,Philips,4.0
1376,Coffee Maker 1376,8,56898.07,561,HP,4.7
1377,Phone Cover 1377,10,5843.43,773,Apple,3.2
1378,Wireless Mouse 1378,12,55787.33,417,HP,3.4
1379,LED Monitor 1379,10,24494.22,603,Sony,3.2
1380,Phone Cover 1380,4,82300.07,109,Sony,4.7
1381,Running Shoes 1381,3,22758.83,701,Sony,4.8
1382,Phone Cover 1382,12,42563.86,630,Nike,4.3
1383,Bluetooth Speaker 1383,8,3142.34,896,Samsung,5.0
1384,Phone Cover 1384,6,96472.1,333,Samsung,4.3
1385,Novel Book 1385,9,89109.21,559,Philips,3.6
1386,Jeans 1386,2,30012.05,304,Apple,3.4
1387,Air Fryer 1387,7,21019.18,539,Dell,3.3
1388,Air Fryer 1388,12,50096.08,988,Apple,4.3
1389,Protein Powder 1389,8,2088.39,756,Boat,3.7
1390,Coffee Maker 1390,11,28104.31,200,Sony,4.8
1391,Cookware Set 1391,11,89373.62,219,HP,3.2
1392,Hair Dryer 1392,7,16518.54,1000,Philips,4.5
1393,Hair Dryer 1393,9,66029.99,809,LG,4.8
1394,Yoga Mat 1394,10,44851.41,49,Boat,3.2
1395,Smart Watch 1395,5,8906.49,418,LG,3.0
1396,Yoga Mat 1396,4,52086.29,73,LG,4.5
1397,Bluetooth Speaker 1397,10,87857.06,399,Apple,4.2
1398,Running Shoes 1398,10,73745.8,900,HP,4.1
1399,Yoga Mat 1399,5,6357.09,679,Nike,3.7
1400,Phone Cover 1400,7,11244.26,302,Dell,3.0
1401,Hair Dryer 1401,6,95591.35,936,Puma,3.4
1402,Backpack 1402,9,8684.87,435,Boat,3.8
1403,Bluetooth Speaker 1403,8,83894.45,832,Sony,4.3
1404,Jeans 1404,2,21621.12,364,Puma,3.7
1405,Kids Toy 1405,7,39614.83,317,Apple,5.0
1406,Gaming Keyboard 1406,10,70054.54,481,LG,4.4
1407,Running Shoes 1407,11,95464.0,892,Sony,4.4
1408,Air Fryer 1408,9,97249.65,867,Apple,4.8
1409,Wireless Mouse 1409,11,3543.57,13,Sony,3.9
1410,LED Monitor 1410,4,73226.64,445,LG,3.5
1411,Cookware Set 1411,10,55746.29,547,Philips,4.2
1412,T-Shirt 1412,12,88646.17,118,Apple,4.7
1413,Cookware Set 1413,1,79876.63,554,LG,3.9
1414,Air Fryer 1414,7,369.28,427,Nike,4.0
1415,Gaming Keyboard 1415,7,9092.52,39,Samsung,4.1
1416,Bluetooth Speaker 1416,6,77112.79,141,Nike,3.4
1417,Gaming Keyboard 1417,8,36327.39,900,HP,4.9
1418,Running Shoes 1418,11,73180.36,802,Dell,4.1
1419,Laptop Stand 1419,4,91388.55,950,Nike,4.1
1420,Smart Watch 1420,1,35641.64,8,Dell,3.8
1421,Kids Toy 1421,9,63984.97,109,Sony,3.7
1422,Jeans 1422,11,16486.43,553,Puma,4.7
1423,Backpack 1423,6,86275.7,870,Apple,3.6
1424,Kids Toy 1424,9,60489.8,149,Nike,4.3
1425,Protein Powder 1425,10,34237.91,119,LG,3.9
1426,Gaming Keyboard 1426,5,71390.12,61,HP,4.6
1427,Smart Watch 1427,6,61660.29,339,HP,4.8
1428,Yoga Mat 1428,5,92276.63,406,Dell,3.9
1429,Running Shoes 1429,2,68831.78,924,HP,3.1
1430,Backpack 1430,5,6802.48,375,Philips,3.2
1431,Face Wash 1431,5,90378.46,340,Apple,3.3
1432,Protein Powder 1432,7,58090.73,173,Philips,4.6
1433,Smart Watch 1433,3,75269.29,616,HP,4.8
1434,Wireless Mouse 1434,5,19120.28,375,Philips,4.6
1435,Bluetooth Speaker 1435,8,61825.13,740,HP,3.0
1436,Air Fryer 1436,1,50639.11,453,Philips,4.4
1437,Laptop Stand 1437,10,70971.13,562,LG,4.3
1438,Hair Dryer 1438,9,91726.83,982,HP,3.8
1439,Hair Dryer 1439,5,59602.9,233,Samsung,4.0
1440,Air Fryer 1440,8,9203.65,185,Apple,4.8
1441,Protein Powder 1441,10,74438.2,88,HP,4.8
1442,Laptop Stand 1442,1,15992.91,109,Puma,3.1
1443,Phone Cover 1443,10,26334.04,933,Dell,4.4
1444,Laptop Stand 1444,2,66435.62,825,Nike,3.5
1445,Wireless Mouse 1445,6,62371.99,16,Puma,4.9
1446,T-Shirt 1446,2,31074.25,978,Apple,4.8
1447,LED Monitor 1447,5,62166.28,361,Nike,3.4
1448,Protein Powder 1448,4,36042.03,967,Samsung,4.6
1449,Yoga Mat 1449,2,41563.54,828,Philips,3.7
1450,Bluetooth Speaker 1450,11,90936.52,676,Philips,4.9
1451,Laptop Stand 1451,2,38592.22,427,LG,3.5
1452,Kids Toy 1452,12,4528.43,309,Samsung,3.9
1453,Gaming Keyboard 1453,10,18967.38,935,Boat,4.1
1454,Backpack 1454,5,23556.37,401,HP,3.0
1455,Hair Dryer 1455,7,6239.02,875,Boat,4.6
1456,Phone Cover 1456,4,4430.04,366,Apple,4.9
1457,Bluetooth Speaker 1457,3,72788.59,300,HP,4.8
1458,Air Fryer 1458,3,20480.79,457,HP,3.6
1459,Wireless Mouse 1459,10,96948.45,312,Samsung,3.2
1460,Face Wash 1460,11,7194.06,40,Sony,5.0
1461,Backpack 1461,3,48417.44,823,Boat,3.5
1462,Novel Book 1462,1,94023.7,303,Samsung,3.3
1463,Face Wash 1463,11,56607.65,702,HP,4.0
1464,Jeans 1464,3,82237.94,951,LG,3.7
1465,Gaming Keyboard 1465,1,42149.36,505,Philips,3.4
1466,Novel Book 1466,6,41647.12,408,Dell,5.0
1467,Backpack 1467,7,35239.27,282,Samsung,4.5
1468,Air Fryer 1468,2,69722.17,867,Apple,4.4
1469,Gaming Keyboard 1469,8,63094.46,551,Apple,3.8
1470,Running Shoes 1470,12,79304.59,506,Philips,4.5
1471,Laptop Stand 1471,7,45746.58,743,Dell,3.1
1472,Gaming Keyboard 1472,5,82900.88,903,HP,4.7
1473,Wireless Mouse 1473,11,20519.88,98,LG,4.1
1474,LED Monitor 1474,1,18162.1,704,LG,4.2
1475,Protein Powder 1475,9,95819.77,95,LG,3.7
1476,Kids Toy 1476,7,73416.57,957,Sony,4.7
1477,Cookware Set 1477,1,99896.68,596,Nike,4.1
1478,Cookware Set 1478,5,1832.33,18,Nike,3.7
1479,Protein Powder 1479,6,978.08,424,Puma,3.8
1480,LED Monitor 1480,11,85079.27,851,Samsung,4.4
1481,Cookware Set 1481,12,21403.83,900,HP,3.0
1482,Backpack 1482,3,45274.93,520,Apple,4.6
1483,Cookware Set 1483,3,4147.52,767,Nike,4.0
1484,Novel Book 1484,12,4639.35,408,HP,3.9
1485,Coffee Maker 1485,2,56589.98,262,Boat,3.2
1486,Jeans 1486,8,56970.28,989,Samsung,3.4
1487,Phone Cover 1487,6,96322.06,549,HP,4.3
1488,Hair Dryer 1488,12,10095.69,791,Apple,4.2
1489,LED Monitor 1489,6,81276.17,944,LG,4.0
1490,Face Wash 1490,7,34750.92,134,Puma,4.1
1491,Protein Powder 1491,9,90730.36,930,Boat,4.6
1492,Running Shoes 1492,7,74139.7,607,Apple,4.6
1493,Yoga Mat 1493,1,81879.66,254,Puma,3.8
1494,Jeans 1494,5,61793.28,241,HP,5.0
1495,Yoga Mat 1495,5,81949.18,824,Boat,4.0
1496,Hair Dryer 1496,7,46928.48,923,LG,4.2
1497,Coffee Maker 1497,4,52158.87,359,Nike,3.3
1498,Bluetooth Speaker 1498,8,63226.62,105,Apple,3.3
1499,Kids Toy 1499,8,60645.36,516,Samsung,4.0
1500,Air Fryer 1500,11,90794.46,528,Boat,3.2
1501,Face Wash 1501,5,10506.52,8,Philips,4.2
1502,LED Monitor 1502,1,20887.21,393,Apple,4.8
1503,Smart Watch 1503,6,73044.35,183,Dell,4.0
1504,Backpack 1504,10,9284.38,582,Samsung,3.9
1505,Protein Powder 1505,12,3213.71,452,Dell,3.2
1506,Phone Cover 1506,10,47914.03,306,Sony,4.4
1507,Phone Cover 1507,9,65209.96,193,LG,4.0
1508,Backpack 1508,4,76914.53,898,Apple,4.3
1509,Hair Dryer 1509,1,76027.72,410,Samsung,3.3
1510,Jeans 1510,10,77897.59,729,Dell,4.6
1511,Hair Dryer 1511,6,91663.84,543,Samsung,4.7
1512,Cookware Set 1512,1,96943.85,974,Dell,3.0
1513,Yoga Mat 1513,12,18436.21,417,Apple,3.7
1514,Protein Powder 1514,2,99932.96,831,Philips,5.0
1515,Protein Powder 1515,11,7898.68,209,Sony,4.1
1516,Laptop Stand 1516,5,27934.32,368,Dell,4.4
1517,LED Monitor 1517,2,70549.73,564,Apple,4.2
1518,Jeans 1518,9,80253.22,552,Dell,4.6
1519,Yoga Mat 1519,1,90997.1,371,LG,3.5
1520,LED Monitor 1520,7,94275.61,103,Apple,3.8
1521,LED Monitor 1521,1,78879.98,697,Philips,4.1
1522,T-Shirt 1522,8,36003.26,442,LG,3.8
1523,Running Shoes 1523,6,16686.52,431,Boat,3.4
1524,Running Shoes 1524,1,85270.49,949,Dell,3.9
1525,Laptop Stand 1525,2,28288.61,464,Dell,3.7
1526,Air Fryer 1526,5,63204.7,52,Apple,4.5
1527,Bluetooth Speaker 1527,11,19592.87,471,Nike,4.2
1528,Yoga Mat 1528,6,73177.85,396,Dell,5.0
1529,Bluetooth Speaker 1529,6,51617.7,332,Dell,4.3
1530,T-Shirt 1530,10,35623.26,270,Puma,4.0
1531,Smart Watch 1531,12,90877.84,950,LG,3.6
1532,Backpack 1532,5,8214.54,982,Sony,3.1
1533,LED Monitor 1533,12,12461.1,279,Apple,4.4
1534,LED Monitor 1534,3,86026.06,827,LG,3.1
1535,Yoga Mat 1535,2,85737.4,332,Boat,4.9
1536,Novel Book 1536,7,57898.35,167,Philips,3.1
1537,Novel Book 1537,5,11195.0,487,Philips,4.2
1538,Novel Book 1538,9,17478.79,576,Philips,4.2
1539,Bluetooth Speaker 1539,9,98152.69,691,Nike,4.1
1540,Bluetooth Speaker 1540,12,79379.49,206,Samsung,4.8
1541,Kids Toy 1541,4,94882.63,394,HP,4.1
