return_id,order_id,return_reason,refund_amount,return_date
1138,6383,Wrong Item,28865.5,2026-05-01
1139,3564,Wrong Item,30835.02,2025-07-08
1140,4409,Quality Issue,43308.62,2024-08-10
1141,28391,Wrong Item,49132.94,2026-01-10
1142,14495,Wrong Item,28841.5,2025-01-31
1143,33910,Damaged Product,22005.63,2024-12-06
1144,40883,Changed Mind,1433.04,2025-02-02
1145,36269,Late Delivery,19971.95,2026-04-02
1146,16028,Damaged Product,38435.7,2024-08-06
1147,37749,Damaged Product,40654.56,2024-09-16
1148,5698,Quality Issue,25064.6,2025-02-22
1149,47145,Damaged Product,40937.58,2025-01-20
1150,49055,Quality Issue,30495.71,2025-03-14
1151,27029,Late Delivery,18774.9,2025-06-14
1152,44911,Wrong Item,25786.75,2025-02-13
1153,17354,Wrong Item,213.52,2025-07-31
1154,25940,Wrong Item,45425.88,2025-04-26
1155,39804,Late Delivery,24152.36,2026-01-19
1156,39633,Wrong Item,26270.88,2026-01-09
1157,29752,Changed Mind,33369.78,2026-04-21
1158,18157,Changed Mind,49767.8,2026-03-14
1159,29062,Quality Issue,10928.01,2025-09-13
1160,19758,Quality Issue,49428.32,2024-11-07
1161,42812,Damaged Product,45252.23,2025-02-07
1162,13780,Damaged Product,37937.99,2024-11-23
1163,42028,Quality Issue,23858.84,2025-08-18
1164,24108,Damaged Product,30346.27,2025-01-13
1165,33757,Changed Mind,6710.62,2026-02-07
1166,19978,Wrong Item,3770.2,2025-12-17
1167,34621,Wrong Item,21417.15,2025-05-14
1168,39860,Damaged Product,44302.22,2025-12-11
1169,658,Late Delivery,4586.21,2024-07-02
1170,47715,Changed Mind,26564.79,2025-12-11
1171,21197,Late Delivery,33775.89,2025-12-18
1172,33940,Late Delivery,30549.32,2025-03-27
1173,44141,Damaged Product,47197.5,2024-08-30
1174,41587,Damaged Product,6353.13,2026-01-12
1175,14119,Late Delivery,14799.6,2024-10-02
1176,33857,Wrong Item,38418.47,2026-04-04
1177,29744,Damaged Product,5096.32,2024-08-10
1178,20123,Damaged Product,44890.31,2024-05-23
1179,7894,Wrong Item,11941.05,2025-04-01
1180,49627,Late Delivery,1269.17,2024-07-13
1181,13873,Wrong Item,40237.74,2026-03-16
1182,31848,Late Delivery,8044.79,2026-01-01
1183,13931,Late Delivery,23776.91,2024-06-08
1184,12061,Late Delivery,28055.66,2025-10-08
1185,33638,Damaged Product,25407.13,2025-03-28
1186,13364,Late Delivery,2548.32,2025-02-24
1187,22742,Late Delivery,47186.02,2024-05-30
1188,7459,Wrong Item,6263.19,2025-03-29
1189,1369,Wrong Item,13833.33,2025-02-01
1190,24614,Wrong Item,19610.26,2025-09-10
1191,9836,Damaged Product,2376.34,2025-07-08
1192,41601,Late Delivery,37351.95,2025-10-14
1193,5308,Late Delivery,26291.46,2024-08-22
1194,14259,Quality Issue,17738.69,2025-01-27
1195,44015,Damaged Product,24750.39,2026-01-26
1196,10518,Changed Mind,27108.88,2025-02-05
1197,43321,Damaged Product,35358.81,2025-12-24
1198,36199,Quality Issue,26800.46,2025-11-10
1199,48716,Quality Issue,9677.35,2026-02-12
1200,42819,Quality Issue,46812.02,2025-04-12
1201,4874,Changed Mind,36611.93,2025-03-28
1202,46923,Wrong Item,31530.23,2025-10-16
1203,45786,Changed Mind,48484.13,2024-12-06
1204,12371,Wrong Item,42307.47,2025-03-26
1205,11606,Quality Issue,23936.76,2024-07-30
1206,40624,Quality Issue,28349.69,2024-08-25
1207,17244,Damaged Product,43291.12,2024-06-12
1208,47493,Wrong Item,6597.75,2026-02-17
1209,3075,Wrong Item,33272.3,2024-08-30
1210,39782,Damaged Product,9600.44,2025-12-22
1211,20976,Changed Mind,26859.76,2025-08-08
1212,2014,Quality Issue,41502.33,2026-03-27
1213,46835,Quality Issue,15692.28,2025-03-19
1214,48331,Late Delivery,25141.14,2025-05-16
1215,20627,Changed Mind,35046.19,2025-05-26
1216,13439,Changed Mind,18595.62,2024-06-30
1217,33322,Wrong Item,3609.81,2025-11-23
1218,9258,Wrong Item,25142.11,2025-05-16
1219,38580,Wrong Item,30531.3,2025-05-26
1220,14486,Damaged Product,26190.34,2025-02-09
1221,35867,Quality Issue,31343.02,2024-10-26
1222,15188,Damaged Product,33570.81,2025-08-09
1223,48646,Changed Mind,36758.65,2025-12-06
1224,17503,Late Delivery,25611.3,2024-11-20
1225,36533,Quality Issue,6615.3,2025-09-10
1226,8410,Late Delivery,24549.38,2025-08-18
1227,28286,Quality Issue,15911.38,2024-09-29
1228,43771,Changed Mind,19622.78,2025-05-02
1229,36489,Damaged Product,15084.55,2024-10-02
1230,19915,Damaged Product,33308.44,2026-05-15
1231,8046,Late Delivery,25430.39,2025-03-23
1232,46499,Quality Issue,10161.55,2025-09-11
1233,40213,Quality Issue,18308.53,2024-10-17
1234,37216,Changed Mind,6076.19,2025-02-12
1235,41144,Late Delivery,14932.35,2026-01-14
1236,24192,Quality Issue,18038.87,2025-11-06
1237,9885,Late Delivery,24157.9,2025-08-01
1238,28090,Changed Mind,29610.24,2025-09-01
1239,38894,Changed Mind,25165.02,2024-05-24
1240,41244,Late Delivery,25379.42,2025-08-09
1241,18972,Quality Issue,15532.5,2024-11-08
1242,35719,Damaged Product,16356.98,2024-09-02
1243,10996,Quality Issue,1822.38,2026-05-15
1244,18737,Changed Mind,49135.18,2024-10-24
1245,33286,Late Delivery,49464.17,2026-03-10
1246,24513,Damaged Product,37185.68,2024-06-25
1247,18342,Wrong Item,26455.69,2026-05-21
1248,22145,Wrong Item,47482.67,2026-04-11
1249,10703,Wrong Item,40678.59,2024-08-16
1250,11797,Quality Issue,27974.69,2024-06-10
1251,11025,Damaged Product,15652.52,2025-05-07
1252,19940,Quality Issue,35824.45,2026-03-06
1253,7891,Damaged Product,38850.85,2025-04-30
1254,22634,Quality Issue,42578.79,2024-11-29
1255,22837,Damaged Product,48386.62,2025-12-18
1256,40954,Damaged Product,28220.89,2024-08-22
1257,28833,Damaged Product,27685.16,2026-03-29
1258,18150,Wrong Item,13951.81,2024-09-04
1259,24657,Changed Mind,5453.18,2025-01-30
1260,46415,Late Delivery,28692.24,2026-04-28
1261,49450,Late Delivery,32804.37,2026-03-29
1262,19950,Damaged Product,47824.94,2026-01-25
1263,33253,Quality Issue,2598.43,2025-04-22
1264,49773,Quality Issue,18315.48,2025-03-11
1265,26056,Wrong Item,7216.03,2024-08-27
1266,48700,Quality Issue,25667.09,2024-07-24
1267,25549,Damaged Product,9832.0,2026-01-19
1268,44193,Damaged Product,36626.85,2025-07-27
1269,21222,Damaged Product,356.43,2026-02-23
1270,48185,Wrong Item,48091.04,2025-01-09
1271,40561,Late Delivery,41768.86,2024-06-17
1272,21911,Late Delivery,3687.16,2025-12-09
1273,25412,Quality Issue,18872.43,2024-10-31
1274,19457,Late Delivery,11866.27,2025-09-09
1275,38266,Damaged Product,3711.61,2026-03-28
1276,29303,Changed Mind,14234.65,2024-12-16
1277,48145,Damaged Product,10687.34,2024-11-07
1278,22251,Late Delivery,25395.92,2024-07-23
1279,35296,Quality Issue,8022.53,2024-11-03
1280,7729,Late Delivery,42813.26,2025-06-03
1281,7868,Damaged Product,20019.96,2025-07-29
1282,20880,Damaged Product,14604.52,2025-05-30
1283,18113,Changed Mind,29805.15,2024-12-31
1284,29140,Changed Mind,14840.27,2026-01-28
1285,7031,Quality Issue,12445.82,2026-04-10
1286,23114,Quality Issue,2791.47,2025-02-18
1287,21689,Quality Issue,716.44,2025-09-20
1288,27200,Changed Mind,16404.61,2024-11-18
1289,14722,Damaged Product,44339.36,2025-06-14
1290,17552,Quality Issue,14273.47,2025-01-18
1291,28768,Quality Issue,21629.48,2024-12-04
1292,33817,Damaged Product,1293.5,2025-09-16
1293,21437,Damaged Product,15275.23,2025-07-04
1294,34221,Late Delivery,30365.43,2025-06-18
1295,1198,Late Delivery,28673.52,2024-06-14
1296,30156,Damaged Product,44295.25,2026-01-08
1297,20887,Damaged Product,1438.89,2026-02-16
1298,36432,Changed Mind,28916.49,2024-10-27
1299,1186,Wrong Item,15561.95,2024-12-01
1300,33861,Late Delivery,31643.07,2026-02-02
1301,14604,Damaged Product,41560.97,2025-08-06
1302,3489,Late Delivery,12324.38,2024-11-02
1303,2157,Damaged Product,48884.19,2026-03-09
1304,44544,Damaged Product,18782.62,2026-01-02
1305,18365,Quality Issue,31288.19,2025-07-01
1306,18133,Quality Issue,35376.15,2024-12-20
1307,28567,Changed Mind,17483.33,2025-06-19
1308,40495,Damaged Product,14497.0,2025-09-30
1309,2374,Wrong Item,24599.74,2024-07-14
1310,3312,Wrong Item,5915.02,2024-10-21
1311,38740,Changed Mind,30972.77,2025-01-25
1312,26336,Damaged Product,11932.46,2024-08-02
1313,1414,Wrong Item,13166.57,2024-10-19
1314,9907,Quality Issue,17028.02,2025-10-04
1315,36078,Wrong Item,39163.21,2025-05-14
1316,15273,Damaged Product,47458.93,2025-12-15
1317,40887,Damaged Product,26655.78,2025-09-16
1318,46728,Late Delivery,49673.44,2025-02-27
1319,45315,Quality Issue,2048.95,2025-10-17
1320,7418,Changed Mind,30208.16,2025-04-18
1321,16119,Quality Issue,40207.14,2025-10-28
1322,17842,Damaged Product,31149.03,2025-11-05
1323,16297,Late Delivery,45360.03,2025-10-24
1324,42449,Late Delivery,47316.17,2025-06-08
1325,28836,Wrong Item,38596.73,2026-03-13
1326,10074,Wrong Item,12859.76,2025-07-03
1327,4031,Changed Mind,6075.76,2025-12-13
1328,41446,Wrong Item,15067.04,2024-11-12
1329,35550,Changed Mind,11837.31,2025-01-12
1330,30783,Changed Mind,19494.67,2025-07-19
1331,1220,Quality Issue,23069.27,2025-10-19
1332,3179,Damaged Product,32636.05,2026-04-07
1333,16098,Wrong Item,46634.62,2026-01-31
1334,40393,Late Delivery,20020.95,2025-06-24
1335,2497,Quality Issue,15565.13,2024-11-24
1336,23028,Wrong Item,23633.96,2025-03-20
1337,9437,Damaged Product,42890.98,2024-10-20
1338,18595,Late Delivery,20585.6,2025-12-18
1339,36172,Damaged Product,7684.49,2025-01-19
1340,44890,Late Delivery,17439.1,2026-03-10
1341,49620,Wrong Item,38030.93,2024-05-30
1342,9803,Late Delivery,3182.47,2025-01-31
1343,32606,Wrong Item,28078.33,2024-09-18
1344,746,Damaged Product,24029.35,2026-03-08
1345,42265,Late Delivery,13031.84,2026-04-03
1346,21570,Late Delivery,1596.71,2026-04-07
1347,9612,Changed Mind,27820.26,2025-12-22
1348,44890,Quality Issue,19712.44,2025-03-24
1349,19775,Damaged Product,45914.07,2025-04-24
1350,96,Damaged Product,13260.75,2024-09-12
1351,34669,Late Delivery,7930.2,2026-01-30
1352,27990,Damaged Product,11310.98,2025-05-02
1353,21784,Damaged Product,49009.61,2024-10-11
1354,617,Changed Mind,21657.32,2024-09-01
1355,39288,Changed Mind,40539.55,2025-07-01
1356,39900,Changed Mind,38599.2,2024-11-05
1357,38537,Damaged Product,43955.82,2025-05-05
1358,30573,Changed Mind,28292.34,2025-08-20
1359,30366,Damaged Product,1668.84,2026-03-16
1360,4590,Changed Mind,17270.61,2024-12-15
1361,13475,Quality Issue,17044.85,2025-09-30
1362,13569,Quality Issue,42690.16,2024-07-22
1363,17796,Late Delivery,5066.46,2025-03-11
1364,14638,Damaged Product,11527.17,2025-11-04
1365,21497,Changed Mind,17908.76,2025-09-25
1366,11958,Quality Issue,22700.2,2024-06-19
1367,40141,Damaged Product,35543.09,2025-04-24
1368,48770,Damaged Product,20219.02,2025-09-26
1369,31140,Quality Issue,28311.57,2026-05-03
1370,49415,Late Delivery,19046.67,2025-07-28
1371,1463,Quality Issue,14025.66,2026-03-16
1372,27725,Late Delivery,45873.75,2025-11-09
1373,13354,Late Delivery,32886.38,2025-08-02
1374,30415,Changed Mind,32941.4,2024-06-13
1375,34701,Quality Issue,8058.9,2026-01-07
1376,18996,Damaged Product,18269.55,2025-01-03
1377,47224,Changed Mind,8121.37,2025-03-27
1378,35950,Quality Issue,25889.45,2025-06-21
1379,34714,Damaged Product,12729.47,2024-06-28
1380,25138,Quality Issue,42375.69,2024-06-10
1381,44333,Wrong Item,46659.02,2025-01-03
1382,1626,Damaged Product,17074.45,2024-08-07
1383,34446,Quality Issue,44500.02,2024-09-23
1384,32583,Late Delivery,23119.37,2025-07-26
1385,38873,Changed Mind,46712.22,2026-03-07
1386,21591,Late Delivery,3095.05,2025-06-12
1387,32396,Damaged Product,47301.98,2024-11-08
1388,49861,Damaged Product,31039.09,2025-07-05
1389,24980,Changed Mind,9916.23,2025-06-24
1390,24186,Late Delivery,34088.78,2024-07-03
1391,32657,Late Delivery,2880.86,2024-08-14
1392,2393,Changed Mind,37550.6,2025-09-06
1393,47826,Damaged Product,30351.51,2025-01-03
1394,11669,Quality Issue,34625.3,2024-10-08
1395,38297,Quality Issue,3277.38,2026-03-29
1396,38866,Quality Issue,21636.71,2025-02-28
1397,49820,Damaged Product,33775.54,2025-02-22
1398,26753,Late Delivery,48705.86,2025-07-25
1399,26332,Quality Issue,15237.99,2024-11-18
1400,2378,Late Delivery,26794.66,2026-04-19
1401,41053,Late Delivery,21050.73,2025-02-19
1402,27586,Late Delivery,45379.44,2026-03-23
1403,47231,Damaged Product,43669.78,2025-07-01
1404,35134,Wrong Item,20440.69,2025-11-03
1405,49575,Quality Issue,20523.68,2024-11-28
1406,9931,Wrong Item,8621.86,2026-02-27
1407,14807,Damaged Product,11804.67,2024-10-04
1408,37181,Quality Issue,748.41,2025-05-24
1409,37931,Wrong Item,5108.16,2024-07-21
1410,16463,Late Delivery,48369.45,2024-11-20
1411,20086,Wrong Item,19388.0,2024-06-24
1412,5043,Changed Mind,42393.45,2025-06-02
1413,8010,Late Delivery,29785.7,2025-09-03
1414,24292,Quality Issue,16572.85,2025-05-18
1415,49929,Changed Mind,13711.85,2026-01-20
1416,1279,Wrong Item,19859.15,2025-12-05
1417,11763,Damaged Product,1034.14,2024-08-25
1418,2199,Wrong Item,6490.79,2026-02-01
1419,17842,Changed Mind,4391.03,2026-04-21
1420,24772,Late Delivery,11627.17,2024-11-18
1421,27866,Late Delivery,3993.86,2026-01-13
1422,8949,Damaged Product,39767.23,2024-07-10
1423,39446,Wrong Item,43095.12,2025-12-17
1424,4547,Wrong Item,29199.46,2024-08-09
1425,28906,Late Delivery,14976.25,2025-12-08
1426,2553,Damaged Product,21138.65,2024-07-14
1427,28936,Wrong Item,31120.62,2025-02-14
1428,17408,Late Delivery,27675.58,2024-07-10
1429,28048,Wrong Item,9768.9,2025-06-30
1430,23503,Quality Issue,39954.14,2024-12-23
1431,20222,Damaged Product,27583.31,2025-09-23
1432,6439,Quality Issue,29477.15,2025-02-10
1433,24110,Changed Mind,19115.5,2025-10-27
1434,27146,Wrong Item,19689.86,2024-12-07
1435,413,Wrong Item,28959.95,2024-09-01
1436,30200,Damaged Product,17184.59,2026-04-12
1437,21585,Wrong Item,43527.41,2025-04-13
1438,6760,Changed Mind,45645.33,2026-04-18
1439,17175,Changed Mind,7091.29,2024-07-27
1440,33415,Damaged Product,48367.17,2024-10-13
1441,17822,Quality Issue,19657.29,2025-06-03
1442,7628,Damaged Product,33760.8,2025-08-25
1443,43110,Wrong Item,2205.9,2025-03-12
1444,40368,Changed Mind,21557.1,2026-02-22
1445,10342,Wrong Item,43706.78,2025-11-18
1446,21072,Quality Issue,10369.96,2025-10-30
1447,19939,Wrong Item,42628.68,2024-12-18
1448,8251,Changed Mind,4432.64,2024-11-18
1449,2672,Late Delivery,34339.31,2025-09-01
1450,43388,Late Delivery,41346.24,2024-08-02
1451,42114,Quality Issue,34440.67,2025-06-30
1452,38894,Late Delivery,9227.71,2025-03-03
1453,46400,Damaged Product,19763.05,2026-01-01
1454,4864,Damaged Product,18244.64,2025-09-26
1455,46820,Changed Mind,19277.75,2024-09-26
1456,23881,Late Delivery,10589.92,2025-08-10
1457,25530,Wrong Item,11731.35,2024-06-17
1458,13148,Wrong Item,41080.22,2025-11-09
1459,8655,Damaged Product,2186.03,2024-12-27
1460,41603,Late Delivery,14115.25,2026-03-20
1461,37771,Quality Issue,1221.2,2024-06-14
1462,15078,Changed Mind,24461.92,2024-07-17
1463,24527,Changed Mind,8360.74,2025-06-29
1464,20488,Quality Issue,41476.89,2025-05-05
1465,30854,Quality Issue,23210.2,2024-09-10
1466,35457,Damaged Product,48671.28,2026-01-07
1467,24927,Damaged Product,34701.14,2024-09-02
1468,45932,Quality Issue,37548.74,2026-01-11
1469,12611,Quality Issue,21369.96,2025-08-25
1470,45773,Changed Mind,36025.96,2024-10-21
1471,25245,Late Delivery,2466.45,2025-10-23
1472,28226,Changed Mind,13728.54,2025-01-31
1473,33550,Late Delivery,23075.33,2026-05-15
1474,23380,Late Delivery,49867.07,2024-12-07
1475,7835,Damaged Product,21463.02,2025-10-01
1476,12113,Late Delivery,39904.07,2025-07-04
1477,7942,Damaged Product,21698.73,2024-08-21
1478,34459,Changed Mind,3408.72,2025-09-18
1479,7271,Quality Issue,905.98,2025-12-18
1480,46839,Damaged Product,40406.5,2024-11-18
1481,11141,Quality Issue,16384.68,2026-03-20
1482,24456,Changed Mind,34067.12,2024-06-12
1483,4433,Changed Mind,34775.49,2024-06-14
1484,12243,Changed Mind,22665.43,2024-06-25
1485,22515,Changed Mind,10046.29,2026-02-01
1486,21031,Damaged Product,3796.01,2024-08-04
1487,43433,Quality Issue,28261.3,2026-02-06
1488,37607,Changed Mind,12764.2,2025-06-28
1489,33516,Changed Mind,30394.26,2025-12-24
1490,41438,Wrong Item,23623.69,2024-10-10
1491,6579,Damaged Product,10464.62,2025-06-23
1492,39402,Damaged Product,18000.76,2026-03-14
1493,5738,Damaged Product,915.05,2025-12-23
1494,45304,Changed Mind,40802.93,2025-07-27
1495,18582,Changed Mind,16288.48,2025-07-17
1496,18900,Late Delivery,33793.6,2025-05-21
1497,45235,Late Delivery,40670.04,2025-04-05
1498,19119,Changed Mind,24678.53,2025-04-08
1499,34885,Late Delivery,4607.59,2024-10-27
1500,59,Quality Issue,20835.97,2026-04-26
1501,97,Damaged Product,5254.06,2026-04-13
1502,12439,Changed Mind,38388.42,2024-11-03
1503,30415,Wrong Item,37376.9,2025-07-29
1504,251,Damaged Product,35714.82,2024-07-09
1505,47213,Quality Issue,23045.71,2025-10-06
1506,28948,Late Delivery,4022.4,2024-08-08
1507,17201,Late Delivery,27501.75,2024-11-22
1508,5490,Changed Mind,30718.06,2025-06-19
1509,47129,Damaged Product,18148.22,2025-02-17
1510,6977,Late Delivery,40728.02,2024-10-23
1511,12174,Quality Issue,19216.13,2026-05-02
1512,15137,Damaged Product,38141.43,2024-07-31
1513,3431,Quality Issue,43785.74,2026-01-24
1514,43251,Damaged Product,11856.53,2025-02-03
1515,42759,Wrong Item,48157.06,2024-12-05
1516,39425,Damaged Product,403.83,2024-07-26
1517,43204,Quality Issue,7001.51,2025-08-21
1518,21913,Changed Mind,36828.36,2024-11-08
1519,14478,Damaged Product,8333.89,2026-01-16
1520,6956,Wrong Item,2150.35,2026-03-03
1521,10141,Wrong Item,36401.69,2025-08-25
1522,2393,Wrong Item,12975.74,2026-03-29
1523,43122,Quality Issue,7965.62,2025-12-09
1524,26557,Wrong Item,41681.98,2026-05-12
1525,38460,Changed Mind,44439.44,2025-01-22
1526,3805,Damaged Product,13354.23,2025-09-15
1527,13021,Wrong Item,645.49,2025-07-28
1528,946,Changed Mind,1871.51,2025-11-14
1529,1378,Late Delivery,20538.74,2025-12-29
1530,24213,Late Delivery,15693.15,2024-11-28
1531,37652,Changed Mind,22478.98,2026-03-01
1532,39809,Damaged Product,22221.02,2024-10-18
1533,35633,Quality Issue,34578.23,2024-10-22
1534,39292,Wrong Item,16571.33,2025-03-16
1535,8341,Wrong Item,43740.25,2024-10-07
1536,29144,Changed Mind,49199.62,2024-12-27
1537,48861,Damaged Product,39363.55,2026-01-12
1538,24618,Wrong Item,16654.67,2025-08-17
1539,18996,Wrong Item,48278.66,2026-05-16
1540,37649,Quality Issue,39997.22,2024-10-11
1541,45155,Quality Issue,24190.22,2025-11-03
1542,15572,Late Delivery,32488.41,2026-05-15
1543,44026,Quality Issue,44899.43,2024-09-23
1544,6753,Quality Issue,14764.01,2026-01-14
1545,12748,Damaged Product,3357.05,2024-11-18
1546,49970,Late Delivery,28058.19,2025-04-28
1547,37289,Changed Mind,33074.58,2024-08-14
1548,4512,Quality Issue,6485.18,2024-09-12
1549,1423,Quality Issue,16759.06,2025-04-08
1550,47073,Quality Issue,7293.59,2026-02-21
1551,1353,Damaged Product,8038.36,2026-05-03
1552,36751,Late Delivery,16284.25,2025-06-20
1553,44604,Late Delivery,29260.32,2025-09-04
1554,42572,Late Delivery,6966.91,2025-05-23
1555,23807,Damaged Product,9948.3,2024-07-02
1556,32438,Damaged Product,47818.39,2025-03-29
1557,23577,Late Delivery,32280.27,2024-06-22
1558,6922,Wrong Item,4971.37,2026-04-16
1559,38025,Changed Mind,3163.82,2025-12-29
1560,19945,Late Delivery,49812.86,2025-06-10
1561,24795,Wrong Item,3098.56,2025-03-08
1562,5062,Quality Issue,21798.0,2025-01-06
1563,47031,Changed Mind,44160.45,2024-07-09
1564,49207,Wrong Item,24957.71,2024-07-07
1565,45427,Late Delivery,37250.36,2025-12-18
1566,28543,Late Delivery,33464.71,2026-05-21
1567,33382,Quality Issue,21846.51,2026-03-03
1568,48783,Damaged Product,44350.89,2025-07-06
1569,3713,Damaged Product,18121.12,2025-01-04
1570,7636,Damaged Product,8527.55,2025-07-05
1571,41697,Quality Issue,19044.0,2025-02-12
1572,22174,Late Delivery,1332.13,2026-04-19
1573,29631,Changed Mind,4469.27,2024-05-27
1574,13551,Quality Issue,7358.67,2025-11-21
1575,32732,Quality Issue,13172.24,2024-09-26
1576,3017,Late Delivery,27705.78,2025-12-03
1577,34771,Quality Issue,8848.0,2024-08-05
1578,49440,Changed Mind,17677.64,2024-12-23
1579,46078,Wrong Item,4683.22,2025-03-11
1580,38625,Wrong Item,20901.46,2025-12-05
1581,39284,Changed Mind,35028.93,2025-08-28
1582,17622,Changed Mind,26034.73,2024-12-26
1583,13567,Damaged Product,20045.43,2025-01-01
1584,2168,Changed Mind,48057.94,2024-12-31
1585,9547,Wrong Item,25527.35,2025-03-12
1586,16720,Damaged Product,3904.88,2024-12-11
1587,2344,Late Delivery,37575.62,2024-05-28
1588,19672,Wrong Item,13658.74,2024-09-05
1589,6395,Wrong Item,32721.39,2024-09-11
1590,12366,Quality Issue,145.15,2025-11-07
1591,23296,Wrong Item,6189.14,2025-12-12
1592,48252,Late Delivery,38843.63,2024-07-28
1593,15210,Late Delivery,16340.0,2024-09-02
1594,4862,Wrong Item,49366.27,2024-06-06
1595,5725,Late Delivery,17814.36,2024-10-12
1596,28142,Damaged Product,38211.28,2025-11-26
1597,15071,Changed Mind,3959.78,2025-05-27
1598,49348,Quality Issue,14193.11,2025-02-17
1599,21563,Wrong Item,6026.97,2026-05-11
1600,1693,Late Delivery,47723.34,2024-11-26
1601,29373,Damaged Product,3498.99,2024-06-11
1602,31799,Damaged Product,39433.53,2025-10-24
1603,39326,Late Delivery,5182.34,2025-05-13
1604,26108,Quality Issue,21772.32,2024-10-27
1605,4286,Quality Issue,40123.82,2026-03-24
1606,3110,Wrong Item,17301.28,2024-11-21
1607,14799,Quality Issue,43228.77,2026-02-15
1608,43140,Changed Mind,48470.18,2025-02-08
1609,38276,Damaged Product,7601.81,2025-02-14
1610,18543,Wrong Item,28993.29,2025-12-17
1611,11135,Changed Mind,30939.69,2024-06-09
1612,29026,Wrong Item,6835.99,2024-05-23
1613,15231,Late Delivery,9652.38,2025-10-27
1614,21264,Damaged Product,41430.82,2024-09-27
1615,25114,Late Delivery,27231.29,2025-12-25
1616,12531,Wrong Item,23934.52,2025-04-11
1617,8068,Damaged Product,34574.6,2025-09-05
1618,48523,Late Delivery,46696.44,2026-04-04
1619,37169,Late Delivery,13760.98,2024-06-05
1620,48368,Changed Mind,49318.23,2025-10-11
1621,17778,Changed Mind,38820.52,2025-04-21
1622,2981,Late Delivery,44044.97,2025-12-01
1623,9906,Late Delivery,13851.8,2024-10-14
1624,30700,Quality Issue,31053.71,2024-07-12
1625,10695,Changed Mind,38505.76,2025-01-12
1626,38295,Late Delivery,7243.25,2025-12-06
1627,28928,Late Delivery,8001.05,2024-07-25
1628,13355,Wrong Item,21972.12,2025-01-26
1629,2312,Quality Issue,27295.96,2024-10-07
1630,37418,Changed Mind,38847.07,2024-10-06
1631,27591,Late Delivery,24384.55,2026-02-24
1632,45079,Quality Issue,12657.48,2024-08-16
1633,10666,Quality Issue,5758.21,2026-04-03
1634,25532,Wrong Item,27813.27,2025-10-06
1635,23607,Wrong Item,26625.96,2025-04-17
1636,47929,Late Delivery,14100.51,2024-11-06
1637,4786,Damaged Product,41536.23,2025-06-05
1638,47465,Late Delivery,20283.25,2024-09-01
1639,14000,Damaged Product,20156.73,2024-08-04
1640,46621,Damaged Product,7458.08,2026-02-24
1641,7643,Quality Issue,16651.23,2024-10-27
1642,41686,Changed Mind,23775.17,2025-10-07
1643,48578,Wrong Item,34730.18,2024-06-02
1644,37565,Quality Issue,5872.03,2025-08-31
1645,49926,Changed Mind,31445.48,2025-09-26
1646,43380,Damaged Product,16256.21,2024-07-03
1647,38342,Changed Mind,5719.95,2025-08-04
1648,26362,Late Delivery,49578.08,2024-12-27
1649,37468,Quality Issue,18254.21,2025-09-23
1650,1897,Quality Issue,8992.16,2025-04-03
1651,25689,Wrong Item,7868.83,2025-07-16
1652,15626,Wrong Item,38516.56,2026-04-22
1653,29596,Late Delivery,13240.44,2025-08-12
1654,13387,Changed Mind,44013.25,2025-07-26
1655,20082,Damaged Product,4793.38,2024-10-26
1656,35710,Changed Mind,39790.28,2025-12-20
1657,19628,Quality Issue,28288.89,2025-03-07
1658,25367,Late Delivery,3779.59,2026-01-02
1659,40661,Quality Issue,35804.68,2024-12-17
1660,1217,Changed Mind,34546.76,2025-01-21
1661,15793,Wrong Item,4746.82,2025-10-26
1662,5734,Damaged Product,31445.58,2026-02-14
1663,25443,Wrong Item,20865.67,2026-01-24
1664,4804,Wrong Item,4678.84,2025-07-27
1665,37876,Changed Mind,30225.22,2025-02-09
1666,34502,Changed Mind,8969.51,2024-08-16
1667,30492,Late Delivery,30012.92,2024-12-23
1668,9886,Damaged Product,14735.81,2025-03-15
1669,24166,Quality Issue,9200.49,2024-10-01
1670,1456,Damaged Product,31525.0,2024-08-12
1671,28191,Late Delivery,30494.96,2026-04-13
1672,779,Late Delivery,32432.53,2024-08-30
1673,33924,Wrong Item,31658.81,2025-11-11
1674,26639,Late Delivery,17717.44,2026-01-03
1675,25943,Changed Mind,31466.3,2026-05-21
1676,2794,Late Delivery,36552.11,2025-02-17
1677,16532,Wrong Item,41102.71,2026-01-21
1678,15868,Quality Issue,13519.13,2026-01-08
1679,2902,Damaged Product,34471.54,2026-01-30
1680,19482,Wrong Item,16908.25,2025-05-28
1681,8090,Changed Mind,10832.52,2024-08-31
1682,1993,Wrong Item,47383.21,2024-09-04
1683,21790,Wrong Item,21262.94,2024-12-05
1684,33897,Late Delivery,16398.01,2025-05-05
1685,20789,Changed Mind,10079.87,2025-01-10
1686,20950,Damaged Product,8722.23,2024-07-30
1687,7486,Changed Mind,19594.31,2024-08-03
1688,13705,Quality Issue,41454.67,2026-04-26
1689,16243,Quality Issue,25312.57,2025-09-29
1690,42200,Damaged Product,9652.49,2024-10-20
1691,20728,Damaged Product,46256.28,2026-04-09
1692,30853,Changed Mind,46476.66,2024-11-28
1693,45073,Changed Mind,43843.77,2026-02-13
1694,12554,Damaged Product,24171.9,2025-10-10
1695,10255,Late Delivery,9720.96,2024-08-20
1696,38403,Changed Mind,15060.92,2025-12-21
